Rank,Name,Company,Link
1,TikTok - Make Your Day,TikTok Inc,https://www.appannie.com/apps/google-play/app/com.zhiliaoapp.musically/details/
2,Minecraft,Mojang,https://www.appannie.com/apps/google-play/app/com.mojang.minecraftpe/details/
3,Coin Master,Moon Active,https://www.appannie.com/apps/google-play/app/com.moonactive.coinmaster/details/
4,My Talking Tom Friends,Outfit7,https://www.appannie.com/apps/google-play/app/com.outfit7.mytalkingtomfriends/details/
5,The Almost Gone,Playdigious,https://www.appannie.com/apps/google-play/app/com.happyvolcano.games.thealmostgone/details/
6,Tangle Master 3D,Rollic,https://www.appannie.com/apps/google-play/app/com.rollic.tanglemaster3D/details/
7,Bloons TD 6,Ninja Kiwi,https://www.appannie.com/apps/google-play/app/com.ninjakiwi.bloonstd6/details/
8,Roblox,Roblox,https://www.appannie.com/apps/google-play/app/com.roblox.client/details/
9,Stack Colors!,Voodoo,https://www.appannie.com/apps/google-play/app/com.redforcegames.stack.colors/details/
10,Pascal's Wager,Giant Global,https://www.appannie.com/apps/google-play/app/com.tipsworks.android.pascalswager.google/details/
11,My Talking Tom Friends,Outfit7,https://www.appannie.com/apps/google-play/app/com.outfit7.mytalkingtomfriends/details/
12,Monopoly - Board game classic about real-estate!,Marmalade,https://www.appannie.com/apps/google-play/app/com.marmalade.monopoly/details/
13,Candy Crush Saga,King,https://www.appannie.com/apps/google-play/app/com.king.candycrushsaga/details/
14,Plinko Master,Shapekeeper,https://www.appannie.com/apps/google-play/app/com.plinko.master.coin/details/
15,Crying Suns,Humble Bundle,https://www.appannie.com/apps/google-play/app/com.altshift.cryingsuns/details/
16,ZOOM Cloud Meetings,Zoom Video Communications,https://www.appannie.com/apps/google-play/app/us.zoom.videomeetings/details/
17,Ultimate Custom Night,Clickteam USA LLC,https://www.appannie.com/apps/google-play/app/com.clickteam.ultimatecustomnight/details/
18,Google One,Google,https://www.appannie.com/apps/google-play/app/com.google.android.apps.subscriptions.red/details/
19,Money Buster,Alictus,https://www.appannie.com/apps/google-play/app/com.cg.moneybuster/details/
20,Poonam Pandey TV,EMPPIRE BAY LIMITED,https://www.appannie.com/apps/google-play/app/com.emppire.poonampandeytv/details/
21,Stack Colors!,Voodoo,https://www.appannie.com/apps/google-play/app/com.redforcegames.stack.colors/details/
22,Grand Theft Auto: San Andreas,Rockstar Games,https://www.appannie.com/apps/google-play/app/com.rockstargames.gtasa/details/
23,Pokémon GO,Niantic,https://www.appannie.com/apps/google-play/app/com.nianticlabs.pokemongo/details/
24,Prison Empire Tycoon - Idle Game,Codigames,https://www.appannie.com/apps/google-play/app/com.codigames.idle.prison.empire.manager.tycoon/details/
25,Golf On Mars,Captain Games,https://www.appannie.com/apps/google-play/app/com.captaingames.mars/details/
26,Messenger – Text and Video Chat for Free,Facebook,https://www.appannie.com/apps/google-play/app/com.facebook.orca/details/
27,NBA 2K20,2K Games,https://www.appannie.com/apps/google-play/app/com.t2ksports.nba2k20and/details/
28,Clash of Clans,Supercell,https://www.appannie.com/apps/google-play/app/com.supercell.clashofclans/details/
29,Love Pins,Supersonic,https://www.appannie.com/apps/google-play/app/jp.icepop.steppuzzle/details/
30,Plinko Master,Shapekeeper,https://www.appannie.com/apps/google-play/app/com.plinko.master.coin/details/
31,Geometry Dash,RobTop,https://www.appannie.com/apps/google-play/app/com.robtopx.geometryjump/details/
32,Rise of Kingdoms: Lost Crusade,Lilith,https://www.appannie.com/apps/google-play/app/com.lilithgame.roc.gp/details/
33,Pokémon Café Mix,Pokemon,https://www.appannie.com/apps/google-play/app/jp.pokemon.pokemoncafemix/details/
34,Dead Cells,Playdigious,https://www.appannie.com/apps/google-play/app/com.playdigious.deadcells.mobile/details/
35,Money Buster,Alictus,https://www.appannie.com/apps/google-play/app/com.cg.moneybuster/details/
36,Five Nights at Freddy's,Clickteam USA LLC,https://www.appannie.com/apps/google-play/app/com.scottgames.fivenightsatfreddys/details/
37,Gardenscapes,Playrix,https://www.appannie.com/apps/google-play/app/com.playrix.gardenscapes/details/
38,Just Draw,Lion Studios,https://www.appannie.com/apps/google-play/app/com.onebutton.jd/details/
39,Drum Corps Tycoon (Early Access),LotHype.com,https://www.appannie.com/apps/google-play/app/com.Lukens.DrumCorpsTycoon/details/
40,Parler,Parler LLC,https://www.appannie.com/apps/google-play/app/com.parler.parler/details/
41,Terraria,505 Games,https://www.appannie.com/apps/google-play/app/com.and.games505.TerrariaPaid/details/
42,"Pandora - Streaming Music, Radio & Podcasts",Pandora,https://www.appannie.com/apps/google-play/app/com.pandora.android/details/
43,Idle Home Makeover,ZPLAY,https://www.appannie.com/apps/google-play/app/com.idle.home.design.makeover/details/
44,ASCCP Management Guidelines,ASCCP,https://www.appannie.com/apps/google-play/app/org.asccp.app2019/details/
45,Cash App,Square Inc,https://www.appannie.com/apps/google-play/app/com.squareup.cash/details/
46,Navigation Pro: Google Maps Navi on Samsung Watch,Smartwatch Studios,https://www.appannie.com/apps/google-play/app/smartwatchstudios.app.gears3navigation/details/
47,Disney+,Disney,https://www.appannie.com/apps/google-play/app/com.disney.disneyplus/details/
48,Pull Him Out,Lion Studios,https://www.appannie.com/apps/google-play/app/com.stx.pullhimout/details/
49,My City : Jail House,My Town,https://www.appannie.com/apps/google-play/app/mycity.jailbreak/details/
50,Instagram,Instagram,https://www.appannie.com/apps/google-play/app/com.instagram.android/details/
51,Scanner Radio Pro - Fire and Police Scanner,Gordon Edwards,https://www.appannie.com/apps/google-play/app/com.scannerradio_pro/details/
52,Homescapes,Playrix,https://www.appannie.com/apps/google-play/app/com.playrix.homescapes/details/
53,Hyper School,Suji Games,https://www.appannie.com/apps/google-play/app/com.school.kid/details/
54,Parking: Revolution Car Zone Pro,Roblox,https://www.appannie.com/apps/google-play/app/com.car.parking.RevolutionZone/details/
55,Roblox,505 Games,https://www.appannie.com/apps/google-play/app/com.roblox.client/details/
56,Human: Fall Flat,Playtika,https://www.appannie.com/apps/google-play/app/com.and.games505.humanfallflat/details/
57,Slotomania™ Slots Casino: Slot Machine Games,Lion Studios,https://www.appannie.com/apps/google-play/app/air.com.playtika.slotomania/details/
58,Speak to the manager,Gluten Free Games,https://www.appannie.com/apps/google-play/app/com.HiROGAMES.Speaktothemanager/details/
59,Ultimate Fox Simulator 2,Snap,https://www.appannie.com/apps/google-play/app/com.glutenfreegames.ultimatefoxtwo/details/
60,Snapchat,GameFirst Mobile,https://www.appannie.com/apps/google-play/app/com.snapchat.android/details/
61,Religion inc. God Simulator & Sandbox World Create,Garena Online,https://www.appannie.com/apps/google-play/app/com.gamefirst.religioninc/details/
62,Garena Free Fire: Rampage,"Skytec Games, Inc.",https://www.appannie.com/apps/google-play/app/com.dts.freefireth/details/
63,Mother Simulator: Family Life,JoeAllenPro Limited,https://www.appannie.com/apps/google-play/app/com.mothersimulator3d2/details/
64,Teleprompter Premium,WhatsApp,https://www.appannie.com/apps/google-play/app/com.joeallen.teleprompter.pro/details/
65,WhatsApp Messenger,HotSchedules,https://www.appannie.com/apps/google-play/app/com.whatsapp/details/
66,HotSchedules,Playtika Santa Monica,https://www.appannie.com/apps/google-play/app/com.tdr3.hs.android/details/
67,Bingo Blitz™️ - Bingo Games,Sonos,https://www.appannie.com/apps/google-play/app/air.com.buffalo_studios.newflashbingo/details/
68,Sonos,Assemble Entertainment,https://www.appannie.com/apps/google-play/app/com.sonos.acr2/details/
69,The Innsmouth Case,Netflix,https://www.appannie.com/apps/google-play/app/com.robotpumpkingames.tic/details/
70,Netflix,Coffee Stain,https://www.appannie.com/apps/google-play/app/com.netflix.mediaclient/details/
71,Goat Simulator,Activision Publishing,https://www.appannie.com/apps/google-play/app/com.coffeestainstudios.goatsimulator/details/
72,Call of Duty®: Mobile,Miniclip,https://www.appannie.com/apps/google-play/app/com.activision.callofduty.shooter/details/
73,Ultimate Golf!,"IzanagiGames, Inc.",https://www.appannie.com/apps/google-play/app/com.hypgames.ultimategolf/details/
74,Death Come True,ContextLogic,https://www.appannie.com/apps/google-play/app/jp.co.izanagigames.deathcometrue/details/
75,Wish - Shopping Made Fun,Marmalade,https://www.appannie.com/apps/google-play/app/com.contextlogic.wish/details/
76,The Game of Life,KingsGroup,https://www.appannie.com/apps/google-play/app/com.marmalade.golmobile/details/
77,State of Survival: Survive the Zombie Apocalypse,Lion Studios,https://www.appannie.com/apps/google-play/app/com.kingsgroup.sos/details/
78,Crayon Epoxy,Nate Wren Design,https://www.appannie.com/apps/google-play/app/mobi.gameguru.crayonepoxy/details/
79,Chroma - Icon Pack,Warner Media,https://www.appannie.com/apps/google-play/app/com.natewren.chroma/details/
80,"HBO Max: Stream HBO, TV, Movies & More",Clickteam USA LLC,https://www.appannie.com/apps/google-play/app/com.hbo.hbonow/details/
81,Five Nights at Freddy's 2,King,https://www.appannie.com/apps/google-play/app/com.scottgames.fnaf2/details/
82,Candy Crush Soda Saga,Rollic,https://www.appannie.com/apps/google-play/app/com.king.candycrushsodasaga/details/
83,Baseball Heroes,jiekelu LLC,https://www.appannie.com/apps/google-play/app/com.ponyom.baseball/details/
84,Planet Zoo-Building A Wildlife World,Voodoo,https://www.appannie.com/apps/google-play/app/com.planet.building.zoo.wildlifeworld.simulator/details/
85,Good Slice,True Axis,https://www.appannie.com/apps/google-play/app/com.lightneer.goodslice/details/
86,True Skate,Scientific Games,https://www.appannie.com/apps/google-play/app/com.trueaxis.trueskate/details/
87,Jackpot Party Casino Games: Spin FREE Casino Slots,Gamejam,https://www.appannie.com/apps/google-play/app/com.williamsinteractive.jackpotparty/details/
88,Cooking Games 3D,HowarJran,https://www.appannie.com/apps/google-play/app/com.game.jam.cooking.games.best/details/
89,Equalizer - Bass Booster - Volume Booster Pro,Codigames,https://www.appannie.com/apps/google-play/app/bass.eq.music.player.equalizer.pro/details/
